template,count,first_seen,last_seen,sample
Slow response detected endpoint=/api/cart latency=1116ms,1,2026-06-01T15:11:56.979Z,2026-06-01T15:11:56.979Z,Slow response detected endpoint=/api/cart latency=1116ms
Slow response detected endpoint=/api/cart latency=1360ms,1,2026-06-01T15:12:01.070Z,2026-06-01T15:12:01.070Z,Slow response detected endpoint=/api/cart latency=1360ms
Slow response detected endpoint=/api/cart latency=1309ms,1,2026-06-01T15:12:18.776Z,2026-06-01T15:12:18.776Z,Slow response detected endpoint=/api/cart latency=1309ms
Slow response detected endpoint=/api/cart latency=972ms,1,2026-06-01T15:12:20.479Z,2026-06-01T15:12:20.479Z,Slow response detected endpoint=/api/cart latency=972ms
Slow response detected endpoint=/api/cart latency=2461ms,1,2026-06-01T15:12:27.191Z,2026-06-01T15:12:27.191Z,Slow response detected endpoint=/api/cart latency=2461ms
GC overhead limit warning: pause=439ms heap=<num>%,1,2026-06-01T15:15:43.644Z,2026-06-01T15:15:43.644Z,GC overhead limit warning: pause=439ms heap=85%
Slow response detected endpoint=/api/cart latency=527ms,1,2026-06-01T15:17:18.405Z,2026-06-01T15:17:18.405Z,Slow response detected endpoint=/api/cart latency=527ms
Slow response detected endpoint=/api/cart latency=1034ms,1,2026-06-01T15:19:08.802Z,2026-06-01T15:19:08.802Z,Slow response detected endpoint=/api/cart latency=1034ms
Slow response detected endpoint=/api/cart latency=2883ms,1,2026-06-01T15:19:34.316Z,2026-06-01T15:19:34.316Z,Slow response detected endpoint=/api/cart latency=2883ms
Slow response detected endpoint=/api/cart latency=2633ms,1,2026-06-01T15:21:46.495Z,2026-06-01T15:21:46.495Z,Slow response detected endpoint=/api/cart latency=2633ms
Slow response detected endpoint=/api/cart latency=629ms,1,2026-06-01T15:22:00.286Z,2026-06-01T15:22:00.286Z,Slow response detected endpoint=/api/cart latency=629ms
Slow response detected endpoint=/api/cart latency=2350ms,1,2026-06-01T15:22:30.126Z,2026-06-01T15:22:30.126Z,Slow response detected endpoint=/api/cart latency=2350ms
Slow response detected endpoint=/api/cart latency=1318ms,1,2026-06-01T15:23:07.490Z,2026-06-01T15:23:07.490Z,Slow response detected endpoint=/api/cart latency=1318ms
Slow response detected endpoint=/api/cart latency=827ms,1,2026-06-01T15:23:33.131Z,2026-06-01T15:23:33.131Z,Slow response detected endpoint=/api/cart latency=827ms
Slow response detected endpoint=/api/cart latency=2078ms,1,2026-06-01T15:23:49.918Z,2026-06-01T15:23:49.918Z,Slow response detected endpoint=/api/cart latency=2078ms
Slow response detected endpoint=/api/cart latency=1302ms,1,2026-06-01T15:24:51.718Z,2026-06-01T15:24:51.718Z,Slow response detected endpoint=/api/cart latency=1302ms
Slow response detected endpoint=/api/cart latency=714ms,1,2026-06-01T15:25:55.667Z,2026-06-01T15:25:55.667Z,Slow response detected endpoint=/api/cart latency=714ms
GC overhead limit warning: pause=496ms heap=<num>%,1,2026-06-01T15:26:53.799Z,2026-06-01T15:26:53.799Z,GC overhead limit warning: pause=496ms heap=93%
Slow response detected endpoint=/api/cart latency=1649ms,1,2026-06-01T15:27:11.647Z,2026-06-01T15:27:11.647Z,Slow response detected endpoint=/api/cart latency=1649ms
Slow response detected endpoint=/api/cart latency=2407ms,1,2026-06-01T15:27:23.622Z,2026-06-01T15:27:23.622Z,Slow response detected endpoint=/api/cart latency=2407ms
Slow response detected endpoint=/api/cart latency=1563ms,1,2026-06-01T15:27:24.452Z,2026-06-01T15:27:24.452Z,Slow response detected endpoint=/api/cart latency=1563ms
GC overhead limit warning: pause=619ms heap=<num>%,1,2026-06-01T15:29:02.019Z,2026-06-01T15:29:02.019Z,GC overhead limit warning: pause=619ms heap=97%
Slow response detected endpoint=/api/cart latency=1719ms,1,2026-06-01T15:29:28.512Z,2026-06-01T15:29:28.512Z,Slow response detected endpoint=/api/cart latency=1719ms
Slow response detected endpoint=/api/cart latency=1453ms,1,2026-06-01T15:30:40.274Z,2026-06-01T15:30:40.274Z,Slow response detected endpoint=/api/cart latency=1453ms
Slow response detected endpoint=/api/cart latency=1533ms,1,2026-06-01T15:32:01.906Z,2026-06-01T15:32:01.906Z,Slow response detected endpoint=/api/cart latency=1533ms
Slow response detected endpoint=/api/cart latency=2462ms,1,2026-06-01T15:32:35.150Z,2026-06-01T15:32:35.150Z,Slow response detected endpoint=/api/cart latency=2462ms
GC overhead limit warning: pause=671ms heap=<num>%,1,2026-06-01T15:33:37.038Z,2026-06-01T15:33:37.038Z,GC overhead limit warning: pause=671ms heap=96%
Slow response detected endpoint=/api/cart latency=1831ms,1,2026-06-01T15:34:12.899Z,2026-06-01T15:34:12.899Z,Slow response detected endpoint=/api/cart latency=1831ms
Slow response detected endpoint=/api/cart latency=1843ms,1,2026-06-01T15:34:21.973Z,2026-06-01T15:34:21.973Z,Slow response detected endpoint=/api/cart latency=1843ms
Slow response detected endpoint=/api/cart latency=1273ms,1,2026-06-01T15:35:03.021Z,2026-06-01T15:35:03.021Z,Slow response detected endpoint=/api/cart latency=1273ms
Slow response detected endpoint=/api/cart latency=2335ms,1,2026-06-01T15:35:32.591Z,2026-06-01T15:35:32.591Z,Slow response detected endpoint=/api/cart latency=2335ms
Slow response detected endpoint=/api/cart latency=2998ms,1,2026-06-01T15:35:51.618Z,2026-06-01T15:35:51.618Z,Slow response detected endpoint=/api/cart latency=2998ms
Slow response detected endpoint=/api/cart latency=1386ms,1,2026-06-01T15:35:52.585Z,2026-06-01T15:35:52.585Z,Slow response detected endpoint=/api/cart latency=1386ms
Slow response detected endpoint=/api/cart latency=1699ms,1,2026-06-01T15:36:32.555Z,2026-06-01T15:36:32.555Z,Slow response detected endpoint=/api/cart latency=1699ms
Slow response detected endpoint=/api/cart latency=2466ms,1,2026-06-01T15:39:06.262Z,2026-06-01T15:39:06.262Z,Slow response detected endpoint=/api/cart latency=2466ms
Slow response detected endpoint=/api/cart latency=1225ms,1,2026-06-01T15:39:06.716Z,2026-06-01T15:39:06.716Z,Slow response detected endpoint=/api/cart latency=1225ms
Slow response detected endpoint=/api/cart latency=2968ms,1,2026-06-01T15:39:40.761Z,2026-06-01T15:39:40.761Z,Slow response detected endpoint=/api/cart latency=2968ms
Slow response detected endpoint=/api/cart latency=2587ms,1,2026-06-01T15:40:01.130Z,2026-06-01T15:40:01.130Z,Slow response detected endpoint=/api/cart latency=2587ms
Slow response detected endpoint=/api/cart latency=1492ms,1,2026-06-01T15:40:13.014Z,2026-06-01T15:40:13.014Z,Slow response detected endpoint=/api/cart latency=1492ms
GC overhead limit warning: pause=660ms heap=<num>%,1,2026-06-01T15:41:16.120Z,2026-06-01T15:41:16.120Z,GC overhead limit warning: pause=660ms heap=88%
Slow response detected endpoint=/api/cart latency=792ms,1,2026-06-01T15:41:35.362Z,2026-06-01T15:41:35.362Z,Slow response detected endpoint=/api/cart latency=792ms
Slow response detected endpoint=/api/cart latency=1848ms,1,2026-06-01T15:44:14.691Z,2026-06-01T15:44:14.691Z,Slow response detected endpoint=/api/cart latency=1848ms
Slow response detected endpoint=/api/cart latency=587ms,1,2026-06-01T15:44:33.709Z,2026-06-01T15:44:33.709Z,Slow response detected endpoint=/api/cart latency=587ms
Slow response detected endpoint=/api/cart latency=2532ms,1,2026-06-01T15:44:34.380Z,2026-06-01T15:44:34.380Z,Slow response detected endpoint=/api/cart latency=2532ms
Slow response detected endpoint=/api/cart latency=2066ms,1,2026-06-01T15:44:41.302Z,2026-06-01T15:44:41.302Z,Slow response detected endpoint=/api/cart latency=2066ms
Slow response detected endpoint=/api/cart latency=565ms,1,2026-06-01T15:45:28.260Z,2026-06-01T15:45:28.260Z,Slow response detected endpoint=/api/cart latency=565ms
Slow response detected endpoint=/api/cart latency=2286ms,1,2026-06-01T15:45:53.107Z,2026-06-01T15:45:53.107Z,Slow response detected endpoint=/api/cart latency=2286ms
Slow response detected endpoint=/api/cart latency=1473ms,1,2026-06-01T15:46:21.755Z,2026-06-01T15:46:21.755Z,Slow response detected endpoint=/api/cart latency=1473ms
Slow response detected endpoint=/api/cart latency=1063ms,1,2026-06-01T15:48:10.691Z,2026-06-01T15:48:10.691Z,Slow response detected endpoint=/api/cart latency=1063ms
Slow response detected endpoint=/api/cart latency=810ms,1,2026-06-01T15:48:13.926Z,2026-06-01T15:48:13.926Z,Slow response detected endpoint=/api/cart latency=810ms
Slow response detected endpoint=/api/cart latency=1764ms,1,2026-06-01T15:49:26.581Z,2026-06-01T15:49:26.581Z,Slow response detected endpoint=/api/cart latency=1764ms
GC overhead limit warning: pause=709ms heap=<num>%,1,2026-06-01T15:49:42.668Z,2026-06-01T15:49:42.668Z,GC overhead limit warning: pause=709ms heap=92%
Slow response detected endpoint=/api/cart latency=2986ms,1,2026-06-01T15:50:22.317Z,2026-06-01T15:50:22.317Z,Slow response detected endpoint=/api/cart latency=2986ms
Slow response detected endpoint=/api/cart latency=2957ms,1,2026-06-01T15:50:49.579Z,2026-06-01T15:50:49.579Z,Slow response detected endpoint=/api/cart latency=2957ms
Slow response detected endpoint=/api/cart latency=1119ms,1,2026-06-01T15:51:06.277Z,2026-06-01T15:51:06.277Z,Slow response detected endpoint=/api/cart latency=1119ms
Slow response detected endpoint=/api/cart latency=786ms,1,2026-06-01T15:51:11.712Z,2026-06-01T15:51:11.712Z,Slow response detected endpoint=/api/cart latency=786ms
Slow response detected endpoint=/api/cart latency=1885ms,1,2026-06-01T15:51:39.451Z,2026-06-01T15:51:39.451Z,Slow response detected endpoint=/api/cart latency=1885ms
Slow response detected endpoint=/api/cart latency=2141ms,1,2026-06-01T15:53:07.870Z,2026-06-01T15:53:07.870Z,Slow response detected endpoint=/api/cart latency=2141ms
Slow response detected endpoint=/api/cart latency=2895ms,1,2026-06-01T15:54:09.412Z,2026-06-01T15:54:09.412Z,Slow response detected endpoint=/api/cart latency=2895ms
Slow response detected endpoint=/api/cart latency=1419ms,1,2026-06-01T15:55:34.834Z,2026-06-01T15:55:34.834Z,Slow response detected endpoint=/api/cart latency=1419ms
Slow response detected endpoint=/api/cart latency=2737ms,1,2026-06-01T15:55:37.449Z,2026-06-01T15:55:37.449Z,Slow response detected endpoint=/api/cart latency=2737ms
Slow response detected endpoint=/api/cart latency=520ms,1,2026-06-01T15:57:03.140Z,2026-06-01T15:57:03.140Z,Slow response detected endpoint=/api/cart latency=520ms
Slow response detected endpoint=/api/cart latency=1406ms,1,2026-06-01T15:57:19.145Z,2026-06-01T15:57:19.145Z,Slow response detected endpoint=/api/cart latency=1406ms
Slow response detected endpoint=/api/cart latency=2191ms,1,2026-06-01T15:57:52.333Z,2026-06-01T15:57:52.333Z,Slow response detected endpoint=/api/cart latency=2191ms
Slow response detected endpoint=/api/cart latency=696ms,1,2026-06-01T15:58:11.590Z,2026-06-01T15:58:11.590Z,Slow response detected endpoint=/api/cart latency=696ms
Slow response detected endpoint=/api/cart latency=2760ms,1,2026-06-01T16:01:01.463Z,2026-06-01T16:01:01.463Z,Slow response detected endpoint=/api/cart latency=2760ms
Slow response detected endpoint=/api/cart latency=2346ms,1,2026-06-01T16:01:02.664Z,2026-06-01T16:01:02.664Z,Slow response detected endpoint=/api/cart latency=2346ms
Slow response detected endpoint=/api/cart latency=1020ms,1,2026-06-01T16:01:13.132Z,2026-06-01T16:01:13.132Z,Slow response detected endpoint=/api/cart latency=1020ms
Slow response detected endpoint=/api/cart latency=514ms,1,2026-06-01T16:01:48.831Z,2026-06-01T16:01:48.831Z,Slow response detected endpoint=/api/cart latency=514ms
Slow response detected endpoint=/api/cart latency=1298ms,1,2026-06-01T16:02:03.301Z,2026-06-01T16:02:03.301Z,Slow response detected endpoint=/api/cart latency=1298ms
Slow response detected endpoint=/api/cart latency=2834ms,1,2026-06-01T16:02:55.535Z,2026-06-01T16:02:55.535Z,Slow response detected endpoint=/api/cart latency=2834ms
Slow response detected endpoint=/api/cart latency=664ms,1,2026-06-01T16:05:04.160Z,2026-06-01T16:05:04.160Z,Slow response detected endpoint=/api/cart latency=664ms
Slow response detected endpoint=/api/cart latency=731ms,1,2026-06-01T16:05:12.362Z,2026-06-01T16:05:12.362Z,Slow response detected endpoint=/api/cart latency=731ms
Slow response detected endpoint=/api/cart latency=2999ms,1,2026-06-01T16:06:21.307Z,2026-06-01T16:06:21.307Z,Slow response detected endpoint=/api/cart latency=2999ms
Slow response detected endpoint=/api/cart latency=1403ms,1,2026-06-01T16:09:09.020Z,2026-06-01T16:09:09.020Z,Slow response detected endpoint=/api/cart latency=1403ms
Slow response detected endpoint=/api/cart latency=690ms,1,2026-06-01T16:09:26.587Z,2026-06-01T16:09:26.587Z,Slow response detected endpoint=/api/cart latency=690ms
Slow response detected endpoint=/api/cart latency=989ms,1,2026-06-01T16:10:01.730Z,2026-06-01T16:10:01.730Z,Slow response detected endpoint=/api/cart latency=989ms
Slow response detected endpoint=/api/cart latency=1698ms,1,2026-06-01T16:10:10.730Z,2026-06-01T16:10:10.730Z,Slow response detected endpoint=/api/cart latency=1698ms
Slow response detected endpoint=/api/cart latency=1137ms,1,2026-06-01T16:10:42.799Z,2026-06-01T16:10:42.799Z,Slow response detected endpoint=/api/cart latency=1137ms
Slow response detected endpoint=/api/cart latency=1467ms,1,2026-06-01T16:12:14.670Z,2026-06-01T16:12:14.670Z,Slow response detected endpoint=/api/cart latency=1467ms
Slow response detected endpoint=/api/cart latency=1292ms,1,2026-06-01T16:12:34.987Z,2026-06-01T16:12:34.987Z,Slow response detected endpoint=/api/cart latency=1292ms
Slow response detected endpoint=/api/cart latency=2142ms,1,2026-06-01T16:13:53.259Z,2026-06-01T16:13:53.259Z,Slow response detected endpoint=/api/cart latency=2142ms
Slow response detected endpoint=/api/cart latency=1193ms,1,2026-06-01T16:14:36.931Z,2026-06-01T16:14:36.931Z,Slow response detected endpoint=/api/cart latency=1193ms
Slow response detected endpoint=/api/cart latency=646ms,1,2026-06-01T16:15:55.389Z,2026-06-01T16:15:55.389Z,Slow response detected endpoint=/api/cart latency=646ms
Slow response detected endpoint=/api/cart latency=659ms,1,2026-06-01T16:15:57.724Z,2026-06-01T16:15:57.724Z,Slow response detected endpoint=/api/cart latency=659ms
Slow response detected endpoint=/api/cart latency=1085ms,1,2026-06-01T16:17:28.573Z,2026-06-01T16:17:28.573Z,Slow response detected endpoint=/api/cart latency=1085ms
Slow response detected endpoint=/api/cart latency=1824ms,1,2026-06-01T16:18:10.650Z,2026-06-01T16:18:10.650Z,Slow response detected endpoint=/api/cart latency=1824ms
Slow response detected endpoint=/api/cart latency=2454ms,1,2026-06-01T16:19:25.704Z,2026-06-01T16:19:25.704Z,Slow response detected endpoint=/api/cart latency=2454ms
Slow response detected endpoint=/api/cart latency=1551ms,1,2026-06-01T16:21:07.807Z,2026-06-01T16:21:07.807Z,Slow response detected endpoint=/api/cart latency=1551ms
Slow response detected endpoint=/api/cart latency=2822ms,1,2026-06-01T16:22:47.906Z,2026-06-01T16:22:47.906Z,Slow response detected endpoint=/api/cart latency=2822ms
Slow response detected endpoint=/api/cart latency=2896ms,1,2026-06-01T16:24:19.229Z,2026-06-01T16:24:19.229Z,Slow response detected endpoint=/api/cart latency=2896ms
Slow response detected endpoint=/api/cart latency=1778ms,1,2026-06-01T16:27:12.357Z,2026-06-01T16:27:12.357Z,Slow response detected endpoint=/api/cart latency=1778ms
Slow response detected endpoint=/api/cart latency=1389ms,1,2026-06-01T16:27:40.911Z,2026-06-01T16:27:40.911Z,Slow response detected endpoint=/api/cart latency=1389ms
Slow response detected endpoint=/api/cart latency=802ms,1,2026-06-01T16:28:20.187Z,2026-06-01T16:28:20.187Z,Slow response detected endpoint=/api/cart latency=802ms
Slow response detected endpoint=/api/cart latency=2249ms,1,2026-06-01T16:28:50.379Z,2026-06-01T16:28:50.379Z,Slow response detected endpoint=/api/cart latency=2249ms
Slow response detected endpoint=/api/cart latency=1098ms,1,2026-06-01T16:30:45.452Z,2026-06-01T16:30:45.452Z,Slow response detected endpoint=/api/cart latency=1098ms
Slow response detected endpoint=/api/cart latency=1726ms,1,2026-06-01T16:30:49.904Z,2026-06-01T16:30:49.904Z,Slow response detected endpoint=/api/cart latency=1726ms
Slow response detected endpoint=/api/cart latency=2779ms,1,2026-06-01T16:30:50.519Z,2026-06-01T16:30:50.519Z,Slow response detected endpoint=/api/cart latency=2779ms
Slow response detected endpoint=/api/cart latency=855ms,1,2026-06-01T16:34:08.492Z,2026-06-01T16:34:08.492Z,Slow response detected endpoint=/api/cart latency=855ms
Slow response detected endpoint=/api/cart latency=2211ms,1,2026-06-01T16:35:12.996Z,2026-06-01T16:35:12.996Z,Slow response detected endpoint=/api/cart latency=2211ms
Slow response detected endpoint=/api/cart latency=880ms,1,2026-06-01T16:36:22.026Z,2026-06-01T16:36:22.026Z,Slow response detected endpoint=/api/cart latency=880ms
Slow response detected endpoint=/api/cart latency=2263ms,1,2026-06-01T16:37:05.563Z,2026-06-01T16:37:05.563Z,Slow response detected endpoint=/api/cart latency=2263ms
Slow response detected endpoint=/api/cart latency=928ms,1,2026-06-01T16:37:40.029Z,2026-06-01T16:37:40.029Z,Slow response detected endpoint=/api/cart latency=928ms
Slow response detected endpoint=/api/cart latency=2960ms,1,2026-06-01T16:37:49.589Z,2026-06-01T16:37:49.589Z,Slow response detected endpoint=/api/cart latency=2960ms
Slow response detected endpoint=/api/cart latency=748ms,1,2026-06-01T16:37:53.782Z,2026-06-01T16:37:53.782Z,Slow response detected endpoint=/api/cart latency=748ms
Slow response detected endpoint=/api/cart latency=2893ms,1,2026-06-01T16:38:01.262Z,2026-06-01T16:38:01.262Z,Slow response detected endpoint=/api/cart latency=2893ms
Slow response detected endpoint=/api/cart latency=1588ms,1,2026-06-01T16:39:00.642Z,2026-06-01T16:39:00.642Z,Slow response detected endpoint=/api/cart latency=1588ms
